protein,cancer_outcome,method,n_instruments,beta,se,pvalue,OR,OR_95CI_lower,OR_95CI_upper,FDR,F_stat,is_primary_estimate
FGFR4,Endometrial_GCST006464,Wald ratio,1,0.0229,0.0162,0.156,1.0232,0.9913,1.0561,0.7193880597014926,531.0,True
CTSB,Endometrial_GCST006464,Inverse variance weighted,2,0.0311,0.0219,0.155,1.0316,0.9883,1.0769,0.7193880597014926,88.6,True
SPINK4,Endometrial_GCST006464,Inverse variance weighted,2,0.0205,0.0144,0.153,1.0207,0.9924,1.0498,0.7193880597014926,247.6,True
LGALS9,Endometrial_GCST006464,Wald ratio,1,0.0492,0.035,0.161,1.0504,0.9807,1.1251,0.7215620437956204,65.7,True
CRELD1,Endometrial_GCST006464,Wald ratio,1,0.0356,0.0254,0.16,1.0362,0.986,1.089,0.7215620437956204,145.6,True
MATN2,Endometrial_GCST006464,Wald ratio,1,-0.0526,0.0374,0.16,0.9487,0.8816,1.021,0.7215620437956204,59.4,True
SFTPA2,Endometrial_GCST006464,Inverse variance weighted,2,0.0287,0.0207,0.165,1.0291,0.9882,1.0716,0.7283310344827586,131.4,True
PRSS53,Endometrial_GCST006464,Inverse variance weighted,4,0.0213,0.0155,0.169,1.0215,0.991,1.0531,0.7283310344827586,103.8,True
SCPEP1,Endometrial_GCST006464,Wald ratio,1,0.0553,0.0402,0.169,1.0568,0.9768,1.1435,0.7283310344827586,37.2,True
TEX101,Endometrial_GCST006464,Wald ratio,1,0.075,0.0546,0.17,1.0779,0.9685,1.1997,0.7283310344827586,33.6,True
TOR1AIP1,Endometrial_GCST006464,Wald ratio,1,0.0211,0.0154,0.17,1.0214,0.991,1.0527,0.7283310344827586,720.5,True
TIMP3,Endometrial_GCST006464,Wald ratio,1,-0.0598,0.0433,0.167,0.942,0.8654,1.0253,0.7283310344827586,39.2,True
CHL1,Endometrial_GCST006464,Wald ratio,1,-0.0722,0.0527,0.171,0.9304,0.839,1.0317,0.7283310344827586,31.8,True
TDGF1,Endometrial_GCST006464,Wald ratio,1,0.0218,0.016,0.172,1.0221,0.9905,1.0546,0.7283310344827586,908.2,True
IL17RB,Endometrial_GCST006464,Inverse variance weighted,2,-0.0326,0.0239,0.174,0.968,0.9236,1.0145,0.7317534246575342,80.6,True
PKLR,Endometrial_GCST006464,Wald ratio,1,-0.0715,0.0528,0.176,0.931,0.8394,1.0326,0.7343108108108108,35.0,True
HYAL1,Endometrial_GCST006464,Wald ratio,1,0.0652,0.0483,0.177,1.0674,0.9709,1.1735,0.7343108108108108,39.4,True
APOH,Endometrial_GCST006464,Inverse variance weighted,2,0.0295,0.022,0.18,1.0299,0.9864,1.0753,0.741744966442953,63.4,True
IL6R,Endometrial_GCST006464,Wald ratio,1,0.0184,0.0138,0.183,1.0186,0.9913,1.0466,0.74908,704.4,True
RBKS,Endometrial_GCST006464,Wald ratio,1,-0.0559,0.0423,0.186,0.9456,0.8705,1.0273,0.7504444444444445,36.0,True
REG3G,Endometrial_GCST006464,Inverse variance weighted,3,0.0279,0.0211,0.187,1.0283,0.9866,1.0717,0.7504444444444445,59.6,True
ITIH1,Endometrial_GCST006464,Wald ratio,1,-0.0617,0.0466,0.186,0.9402,0.8581,1.0301,0.7504444444444445,34.3,True
CRTAC1,Endometrial_GCST006464,Inverse variance weighted,2,0.0289,0.0224,0.195,1.0294,0.9852,1.0755,0.7724516129032258,85.3,True
LILRB2,Endometrial_GCST006464,Wald ratio,1,0.0238,0.0184,0.195,1.0241,0.9879,1.0616,0.7724516129032258,600.0,True
IDI2,Endometrial_GCST006464,Inverse variance weighted,2,-0.0345,0.027,0.202,0.9661,0.9162,1.0187,0.7751750000000001,37.0,True
IL17D,Endometrial_GCST006464,Wald ratio,1,-0.0444,0.0347,0.201,0.9565,0.8936,1.0239,0.7751750000000001,64.9,True
CTSH,Endometrial_GCST006464,Inverse variance weighted,4,0.0213,0.0165,0.198,1.0215,0.9889,1.0552,0.774343949044586,287.2,True
TPSAB1,Endometrial_GCST006464,Inverse variance weighted,3,-0.037,0.0288,0.198,0.9637,0.9108,1.0196,0.774343949044586,87.9,True
ALPP,Endometrial_GCST006464,Inverse variance weighted,2,0.0333,0.0261,0.201,1.0339,0.9824,1.088,0.7751750000000001,64.0,True
PTPRB,Endometrial_GCST006464,Inverse variance weighted,2,-0.0342,0.0271,0.206,0.9664,0.9165,1.019,0.7759754601226994,57.9,True
SIGLEC6,Endometrial_GCST006464,Wald ratio,1,-0.0678,0.0535,0.205,0.9345,0.8414,1.0378,0.7759754601226994,39.0,True
SIRPB1,Endometrial_GCST006464,Inverse variance weighted,2,-0.0236,0.0187,0.206,0.9767,0.9416,1.0131,0.7759754601226994,144.3,True
PVALB,Endometrial_GCST006464,Wald ratio,1,0.0369,0.0294,0.209,1.0376,0.9796,1.0991,0.7814545454545454,86.7,True
BST1,Endometrial_GCST006464,Inverse variance weighted,2,-0.0153,0.0122,0.21,0.9848,0.9616,1.0086,0.7814545454545454,412.3,True
VMO1,Endometrial_GCST006464,Inverse variance weighted,2,0.0253,0.0203,0.214,1.0256,0.9855,1.0673,0.7857738095238095,279.9,True
MPO,Endometrial_GCST006464,Wald ratio,1,-0.0857,0.0695,0.217,0.9179,0.801,1.0517,0.7883905325443787,40.0,True
MEP1B,Endometrial_GCST006464,Wald ratio,1,-0.0183,0.0148,0.215,0.9818,0.9538,1.0107,0.7857738095238095,672.2,True
VSTM1,Endometrial_GCST006464,Inverse variance weighted,2,-0.0229,0.0184,0.213,0.9774,0.9428,1.0132,0.7857738095238095,164.4,True
REG3G,Endometrial_GCST006464,Weighted median,3,0.0317,0.0256,0.216,1.0322,0.9817,1.0852,,59.6,False
LPO,Endometrial_GCST006464,Wald ratio,1,-0.0655,0.0538,0.223,0.9366,0.8429,1.0407,0.8007134502923976,30.8,True
GALNT3,Endometrial_GCST006464,Wald ratio,1,0.0585,0.0479,0.222,1.0602,0.9652,1.1646,0.8007134502923976,32.9,True
CNTN5,Endometrial_GCST006464,Wald ratio,1,0.0517,0.0436,0.236,1.053,0.9668,1.147,0.8084333333333333,58.8,True
GGACT,Endometrial_GCST006464,Wald ratio,1,0.0868,0.0729,0.233,1.0907,0.9456,1.2581,0.8082598870056498,42.1,True
ERBB2,Endometrial_GCST006464,Wald ratio,1,-0.0892,0.0748,0.233,0.9146,0.7899,1.0591,0.8082598870056498,32.5,True
CCL25,Endometrial_GCST006464,Wald ratio,1,0.0288,0.0238,0.228,1.0292,0.9822,1.0784,0.8082598870056498,192.1,True
ECM1,Endometrial_GCST006464,Wald ratio,1,0.0268,0.0224,0.232,1.0271,0.983,1.0732,0.8082598870056498,188.9,True
BPIFB1,Endometrial_GCST006464,Inverse variance weighted,2,-0.0305,0.0257,0.235,0.9699,0.9223,1.02,0.8084333333333333,63.7,True
MELTF,Endometrial_GCST006464,Inverse variance weighted,2,0.0344,0.0286,0.23,1.035,0.9785,1.0948,0.8082598870056498,75.2,True
LPA,Endometrial_GCST006464,MR Egger,4,-0.2203,0.1307,0.234,0.8023,0.6209,1.0367,,50.4,False
GPIHBP1,Endometrial_GCST006464,Wald ratio,1,-0.0569,0.048,0.237,0.9447,0.8598,1.038,0.8084333333333333,42.5,True
ANGPT2,Endometrial_GCST006464,Wald ratio,1,-0.0641,0.0528,0.225,0.9379,0.8457,1.0403,0.8031976744186047,30.4,True
ADGRD1,Endometrial_GCST006464,Inverse variance weighted,2,0.0375,0.0319,0.24,1.0382,0.9753,1.1052,0.813043956043956,50.4,True
SERPINA12,Endometrial_GCST006464,Wald ratio,1,0.0281,0.0239,0.241,1.0284,0.9814,1.0778,0.813043956043956,148.7,True
TLR1,Endometrial_GCST006464,Wald ratio,1,0.0312,0.0267,0.243,1.0317,0.979,1.0872,0.8153114754098361,58.1,True
HBQ1,Endometrial_GCST006464,Wald ratio,1,0.0459,0.0396,0.247,1.0469,0.9687,1.1315,0.8164893617021277,74.5,True
LRG1,Endometrial_GCST006464,Wald ratio,1,-0.0274,0.0237,0.248,0.973,0.9287,1.0193,0.8164893617021277,265.5,True
PLTP,Endometrial_GCST006464,Wald ratio,1,-0.0436,0.0376,0.245,0.9573,0.8894,1.0304,0.8164893617021277,60.8,True
MARCO,Endometrial_GCST006464,Wald ratio,1,0.0438,0.0381,0.25,1.0448,0.9696,1.1257,0.8164893617021277,45.2,True
TGFBI,Endometrial_GCST006464,Wald ratio,1,0.0289,0.0251,0.25,1.0294,0.9799,1.0814,0.8164893617021277,147.3,True
RGMA,Endometrial_GCST006464,Wald ratio,1,-0.0504,0.0442,0.255,0.9509,0.8719,1.037,0.819738219895288,44.5,True
CD80,Endometrial_GCST006464,Wald ratio,1,-0.0409,0.0358,0.253,0.9599,0.8948,1.0297,0.819738219895288,62.8,True
CLSTN2,Endometrial_GCST006464,Wald ratio,1,-0.0573,0.0502,0.254,0.9443,0.8557,1.042,0.819738219895288,33.5,True
ECHDC3,Endometrial_GCST006464,Wald ratio,1,-0.0307,0.0273,0.261,0.9697,0.9192,1.0231,0.8260515463917527,67.8,True
MBL2,Endometrial_GCST006464,Inverse variance weighted,2,-0.0248,0.0231,0.283,0.9755,0.9322,1.0208,0.8302347826086957,247.8,True
CAT,Endometrial_GCST006464,Wald ratio,1,-0.05,0.0457,0.274,0.9512,0.8698,1.0403,0.8302347826086957,40.9,True
CD6,Endometrial_GCST006464,Inverse variance weighted,2,-0.015,0.0143,0.293,0.9851,0.9578,1.0131,0.8302347826086957,209.4,True
AMN,Endometrial_GCST006464,Inverse variance weighted,2,-0.0192,0.0177,0.277,0.981,0.9475,1.0156,0.8302347826086957,185.1,True
RNASE10,Endometrial_GCST006464,Weighted median,3,-0.0217,0.0213,0.309,0.9786,0.9386,1.0203,,179.9,False
ISLR2,Endometrial_GCST006464,Wald ratio,1,-0.0508,0.0498,0.308,0.9505,0.862,1.048,0.8302347826086957,36.4,True
UMOD,Endometrial_GCST006464,Wald ratio,1,-0.024,0.0221,0.277,0.9762,0.9348,1.0195,0.8302347826086957,247.9,True
CA5A,Endometrial_GCST006464,Wald ratio,1,0.0257,0.025,0.305,1.026,0.9769,1.0776,0.8302347826086957,125.3,True
CCL23,Endometrial_GCST006464,Wald ratio,1,-0.0305,0.0295,0.3,0.9699,0.9155,1.0276,0.8302347826086957,87.8,True
CLEC10A,Endometrial_GCST006464,Wald ratio,1,-0.0391,0.0375,0.297,0.9616,0.8935,1.035,0.8302347826086957,64.1,True
SERPINB8,Endometrial_GCST006464,Inverse variance weighted,2,-0.0246,0.0234,0.294,0.9757,0.9319,1.0216,0.8302347826086957,121.3,True
ADGRE2,Endometrial_GCST006464,Wald ratio,1,0.0562,0.0504,0.265,1.0578,0.9583,1.1676,0.8302347826086957,35.2,True
PDCD5,Endometrial_GCST006464,Wald ratio,1,0.049,0.0468,0.295,1.0503,0.9581,1.1513,0.8302347826086957,32.4,True
CD33,Endometrial_GCST006464,MR Egger,3,-0.0697,0.0312,0.268,0.9327,0.8773,0.9916,,386.5,False
SIGLEC10,Endometrial_GCST006464,Wald ratio,1,0.0577,0.0534,0.28,1.0594,0.9541,1.1763,0.8302347826086957,41.2,True
FCRL6,Endometrial_GCST006464,Inverse variance weighted,2,0.0161,0.0154,0.297,1.0162,0.986,1.0473,0.8302347826086957,176.4,True
PTPRC,Endometrial_GCST006464,Wald ratio,1,0.061,0.0568,0.283,1.0629,0.9509,1.1881,0.8302347826086957,77.3,True
PM20D1,Endometrial_GCST006464,MR Egger,3,-0.1891,0.0858,0.271,0.8277,0.6996,0.9793,,136.8,False
IFNLR1,Endometrial_GCST006464,Wald ratio,1,-0.0522,0.0462,0.259,0.9491,0.8669,1.0391,0.8239689119170985,62.3,True
PARK7,Endometrial_GCST006464,Wald ratio,1,-0.0455,0.0449,0.31,0.9555,0.875,1.0434,0.8302347826086957,53.4,True
CD40,Endometrial_GCST006464,Inverse variance weighted,2,0.0176,0.0173,0.31,1.0177,0.9838,1.0528,0.8302347826086957,149.9,True
NCAM2,Endometrial_GCST006464,Inverse variance weighted,2,0.0226,0.0223,0.311,1.0229,0.9791,1.0686,0.8302347826086957,76.9,True
IFNAR1,Endometrial_GCST006464,Wald ratio,1,0.0504,0.0461,0.274,1.0517,0.9609,1.1511,0.8302347826086957,40.2,True
SUSD2,Endometrial_GCST006464,Wald ratio,1,0.036,0.0328,0.272,1.0367,0.9722,1.1055,0.8302347826086957,143.1,True
IL1R2,Endometrial_GCST006464,Wald ratio,1,0.032,0.0315,0.31,1.0325,0.9707,1.0983,0.8302347826086957,91.6,True
MERTK,Endometrial_GCST006464,Wald ratio,1,0.0445,0.0411,0.279,1.0455,0.9646,1.1333,0.8302347826086957,42.5,True
ADAM23,Endometrial_GCST006464,Weighted median,3,0.027,0.0245,0.27,1.0274,0.9793,1.0779,,40.1,False
TP53I3,Endometrial_GCST006464,Wald ratio,1,-0.0296,0.0268,0.27,0.9708,0.9212,1.0232,0.8302347826086957,156.9,True
CD207,Endometrial_GCST006464,Wald ratio,1,-0.0294,0.0278,0.291,0.971,0.9195,1.0255,0.8302347826086957,90.2,True
TIMP4,Endometrial_GCST006464,Inverse variance weighted,2,0.0443,0.0434,0.308,1.0453,0.96,1.1381,0.8302347826086957,57.3,True
PSAPL1,Endometrial_GCST006464,Inverse variance weighted,3,-0.0177,0.017,0.298,0.9825,0.9503,1.0157,0.8302347826086957,113.1,True
MEGF10,Endometrial_GCST006464,Inverse variance weighted,2,0.0326,0.0297,0.273,1.0331,0.9746,1.0952,0.8302347826086957,56.8,True
SPINK5,Endometrial_GCST006464,Wald ratio,1,0.0365,0.0353,0.301,1.0371,0.9678,1.1114,0.8302347826086957,70.0,True
F12,Endometrial_GCST006464,Inverse variance weighted,2,0.0128,0.012,0.284,1.0129,0.9894,1.037,0.8302347826086957,503.1,True
IL7R,Endometrial_GCST006464,Inverse variance weighted,2,0.0164,0.0145,0.257,1.0165,0.9881,1.0457,0.8218645833333333,276.6,True
LPA,Endometrial_GCST006464,Inverse variance weighted,4,-0.0214,0.0206,0.299,0.9789,0.9402,1.0191,0.8302347826086957,50.4,True
VEGFA,Endometrial_GCST006464,Wald ratio,1,0.0382,0.0352,0.279,1.0389,0.9695,1.1132,0.8302347826086957,77.1,True
ACHE,Endometrial_GCST006464,Wald ratio,1,0.0404,0.0379,0.286,1.0413,0.9667,1.1216,0.8302347826086957,52.8,True
CNTNAP2,Endometrial_GCST006464,Wald ratio,1,-0.0298,0.0293,0.31,0.9707,0.9164,1.0281,0.8302347826086957,93.8,True
COL28A1,Endometrial_GCST006464,Inverse variance weighted,2,-0.0164,0.0156,0.293,0.9838,0.9542,1.0143,0.8302347826086957,252.0,True
GFRA2,Endometrial_GCST006464,Inverse variance weighted,2,0.0362,0.0334,0.278,1.0369,0.9712,1.107,0.8302347826086957,47.5,True
DBH,Endometrial_GCST006464,Weighted median,3,-0.0134,0.0132,0.309,0.9867,0.9614,1.0125,,206.9,False
NUDT2,Endometrial_GCST006464,Wald ratio,1,0.0476,0.0467,0.308,1.0487,0.957,1.1493,0.8302347826086957,36.8,True
SAT2,Endometrial_GCST006464,Wald ratio,1,-0.0385,0.0383,0.314,0.9622,0.8927,1.0371,0.8336637931034483,40.5,True
SNX15,Endometrial_GCST006464,Wald ratio,1,0.041,0.0408,0.315,1.0419,0.9617,1.1287,0.8336637931034483,36.9,True
SUMF2,Endometrial_GCST006464,Wald ratio,1,-0.0406,0.0407,0.319,0.9602,0.8865,1.04,0.8405952380952381,42.4,True
FAS,Endometrial_GCST006464,Wald ratio,1,-0.0455,0.0481,0.343,0.9555,0.8696,1.0499,0.8405952380952381,33.5,True
MMP12,Endometrial_GCST006464,Wald ratio,1,-0.0267,0.0277,0.335,0.9737,0.9223,1.0279,0.8405952380952381,163.2,True
CD59,Endometrial_GCST006464,Inverse variance weighted,2,-0.0314,0.0328,0.338,0.9691,0.9087,1.0334,0.8405952380952381,41.5,True
ENDOU,Endometrial_GCST006464,Wald ratio,1,0.0451,0.0465,0.332,1.0461,0.955,1.1459,0.8405952380952381,36.7,True
INHBC,Endometrial_GCST006464,Wald ratio,1,-0.0238,0.0254,0.349,0.9765,0.9291,1.0263,0.8415830115830116,151.9,True
CLEC12A,Endometrial_GCST006464,Wald ratio,1,-0.0259,0.0271,0.34,0.9744,0.9239,1.0277,0.8405952380952381,123.0,True
RNASE6,Endometrial_GCST006464,Wald ratio,1,-0.047,0.0486,0.333,0.9541,0.8675,1.0494,0.8405952380952381,35.5,True
PRSS53,Endometrial_GCST006464,Weighted median,4,0.0161,0.0172,0.349,1.0163,0.9825,1.0512,,103.8,False
VASN,Endometrial_GCST006464,Inverse variance weighted,2,0.0363,0.0368,0.324,1.037,0.9648,1.1146,0.8405952380952381,42.6,True
SDK2,Endometrial_GCST006464,Wald ratio,1,-0.0299,0.0323,0.355,0.9706,0.911,1.034,0.8415830115830116,74.5,True
ADAMTSL5,Endometrial_GCST006464,Wald ratio,1,0.0396,0.041,0.333,1.0404,0.9602,1.1274,0.8405952380952381,63.6,True
THOP1,Endometrial_GCST006464,Wald ratio,1,-0.054,0.0563,0.337,0.9474,0.8484,1.058,0.8405952380952381,31.0,True
CD70,Endometrial_GCST006464,Wald ratio,1,0.0261,0.0265,0.323,1.0265,0.9746,1.0811,0.8405952380952381,108.1,True
AMY2B,Endometrial_GCST006464,Inverse variance weighted,2,0.0377,0.0382,0.324,1.0384,0.9636,1.119,0.8405952380952381,40.3,True
SLAMF7,Endometrial_GCST006464,Inverse variance weighted,2,0.0176,0.0187,0.345,1.0178,0.9812,1.0557,0.8405952380952381,129.4,True
QSOX1,Endometrial_GCST006464,Wald ratio,1,-0.0255,0.0265,0.336,0.9749,0.9256,1.0267,0.8405952380952381,116.0,True
FCAMR,Endometrial_GCST006464,Wald ratio,1,0.0357,0.0379,0.345,1.0364,0.9623,1.1162,0.8405952380952381,58.6,True
GBP1,Endometrial_GCST006464,Wald ratio,1,-0.0382,0.0408,0.349,0.9625,0.8885,1.0426,0.8415830115830116,71.0,True
CST7,Endometrial_GCST006464,Wald ratio,1,-0.0305,0.032,0.341,0.9699,0.9109,1.0328,0.8405952380952381,33.1,True
CTSZ,Endometrial_GCST006464,Wald ratio,1,-0.0442,0.046,0.336,0.9568,0.8743,1.047,0.8405952380952381,31.9,True
CRYGD,Endometrial_GCST006464,MR Egger,4,0.0459,0.0381,0.351,1.0469,0.9717,1.128,,171.8,False
COMMD1,Endometrial_GCST006464,Wald ratio,1,-0.0384,0.0411,0.35,0.9623,0.8879,1.043,0.8415830115830116,53.7,True
ITGA2,Endometrial_GCST006464,Inverse variance weighted,2,-0.0159,0.0171,0.354,0.9843,0.9518,1.0178,0.8415830115830116,155.5,True
GLO1,Endometrial_GCST006464,Wald ratio,1,0.034,0.0367,0.355,1.0346,0.9627,1.1118,0.8415830115830116,54.6,True
IGFBP3,Endometrial_GCST006464,Wald ratio,1,-0.0381,0.0388,0.327,0.9627,0.8922,1.0387,0.8405952380952381,46.4,True
VWC2,Endometrial_GCST006464,Wald ratio,1,0.0383,0.0402,0.341,1.039,0.9603,1.1243,0.8405952380952381,46.5,True
PON1,Endometrial_GCST006464,Inverse variance weighted,2,-0.0141,0.0149,0.343,0.986,0.9576,1.0152,0.8405952380952381,239.2,True
HMCN2,Endometrial_GCST006464,Inverse variance weighted,2,-0.0192,0.0207,0.353,0.981,0.942,1.0216,0.8415830115830116,144.2,True
SLURP1,Endometrial_GCST006464,Wald ratio,1,0.0361,0.0393,0.358,1.0368,0.96,1.1197,0.8454307692307692,49.5,True
IL1RL1,Endometrial_GCST006464,Inverse variance weighted,2,0.0139,0.0153,0.364,1.014,0.984,1.045,0.8465757575757575,196.3,True
FNDC1,Endometrial_GCST006464,Wald ratio,1,0.0415,0.0453,0.36,1.0423,0.9538,1.1391,0.8465757575757575,50.1,True
CCN4,Endometrial_GCST006464,Wald ratio,1,-0.0387,0.0426,0.364,0.962,0.8849,1.0459,0.8465757575757575,38.8,True
GGH,Endometrial_GCST006464,Inverse variance weighted,2,0.0248,0.0272,0.362,1.0251,0.9719,1.0812,0.8465757575757575,65.1,True
REG1A,Endometrial_GCST006464,Wald ratio,1,0.044,0.0486,0.366,1.0449,0.95,1.1494,0.8480150943396226,35.4,True
STAB2,Endometrial_GCST006464,Inverse variance weighted,2,-0.0472,0.0539,0.381,0.9539,0.8584,1.0601,0.8498115942028985,46.7,True
RNASE10,Endometrial_GCST006464,MR Egger,3,-0.0826,0.0545,0.372,0.9207,0.8274,1.0246,,179.9,False
NID2,Endometrial_GCST006464,Wald ratio,1,-0.0259,0.0295,0.38,0.9744,0.9197,1.0324,0.8498115942028985,91.0,True
CCL8,Endometrial_GCST006464,Wald ratio,1,-0.0184,0.0207,0.374,0.9818,0.9428,1.0224,0.8498115942028985,234.6,True
ANGPTL1,Endometrial_GCST006464,Wald ratio,1,-0.0417,0.0467,0.372,0.9592,0.8752,1.0512,0.8498115942028985,37.6,True
CD55,Endometrial_GCST006464,Wald ratio,1,-0.0333,0.0381,0.382,0.9672,0.8976,1.0422,0.8498115942028985,62.5,True
SIRPA,Endometrial_GCST006464,Wald ratio,1,0.0126,0.0141,0.37,1.0127,0.9852,1.041,0.8498115942028985,1156.4,True
TFF1,Endometrial_GCST006464,Wald ratio,1,0.0319,0.0359,0.375,1.0324,0.9622,1.1078,0.8498115942028985,51.8,True
HNMT,Endometrial_GCST006464,Inverse variance weighted,2,0.014,0.0158,0.377,1.0141,0.9831,1.046,0.8498115942028985,295.7,True
LRRN1,Endometrial_GCST006464,Wald ratio,1,-0.018,0.0206,0.381,0.9821,0.9433,1.0226,0.8498115942028985,249.6,True
FGFBP2,Endometrial_GCST006464,Wald ratio,1,-0.024,0.0274,0.38,0.9763,0.9253,1.03,0.8498115942028985,115.5,True
EGFLAM,Endometrial_GCST006464,Inverse variance weighted,2,-0.0227,0.0259,0.38,0.9776,0.9292,1.0284,0.8498115942028985,46.9,True
RELT,Endometrial_GCST006464,Wald ratio,1,0.0301,0.0348,0.387,1.0306,0.9625,1.1034,0.8514703832752614,79.5,True
COL2A1,Endometrial_GCST006464,Wald ratio,1,-0.0244,0.0286,0.395,0.9759,0.9227,1.0322,0.8514703832752614,105.7,True
TNFRSF11A,Endometrial_GCST006464,Inverse variance weighted,2,0.0243,0.0285,0.394,1.0246,0.969,1.0834,0.8514703832752614,51.2,True
ACP5,Endometrial_GCST006464,Wald ratio,1,0.0441,0.0513,0.39,1.0451,0.9451,1.1557,0.8514703832752614,32.6,True
HSD17B14,Endometrial_GCST006464,MR Egger,3,-0.0539,0.0384,0.394,0.9475,0.8788,1.0216,,121.7,False
CLEC4M,Endometrial_GCST006464,Wald ratio,1,0.0401,0.0475,0.398,1.0409,0.9484,1.1425,0.8514703832752614,40.2,True
CD209,Endometrial_GCST006464,Wald ratio,1,0.0386,0.0457,0.398,1.0393,0.9503,1.1366,0.8514703832752614,43.8,True
SELL,Endometrial_GCST006464,Wald ratio,1,-0.0256,0.0304,0.398,0.9747,0.9184,1.0344,0.8514703832752614,84.7,True
ITGB6,Endometrial_GCST006464,Wald ratio,1,-0.0388,0.0455,0.394,0.962,0.8799,1.0517,0.8514703832752614,36.4,True
B3GNT7,Endometrial_GCST006464,Wald ratio,1,0.0172,0.0204,0.4,1.0173,0.9774,1.0589,0.8519515570934257,355.2,True
CD8A,Endometrial_GCST006464,Wald ratio,1,0.031,0.0362,0.392,1.0314,0.9608,1.1073,0.8514703832752614,44.4,True
TLR3,Endometrial_GCST006464,Wald ratio,1,-0.0126,0.015,0.398,0.9874,0.9589,1.0168,0.8514703832752614,712.0,True
ENPP5,Endometrial_GCST006464,Inverse variance weighted,2,-0.0121,0.014,0.387,0.9879,0.9612,1.0155,0.8514703832752614,301.5,True
CST5,Endometrial_GCST006464,Inverse variance weighted,2,-0.0138,0.0164,0.401,0.9863,0.955,1.0186,0.8519515570934257,152.3,True
GLIPR1,Endometrial_GCST006464,Wald ratio,1,-0.0386,0.0466,0.407,0.9621,0.8781,1.0541,0.8528941979522184,33.3,True
EDDM3B,Endometrial_GCST006464,Wald ratio,1,-0.0268,0.0321,0.404,0.9736,0.9142,1.0368,0.852426116838488,61.8,True
SERPINF1,Endometrial_GCST006464,Wald ratio,1,0.0358,0.043,0.404,1.0365,0.9528,1.1276,0.852426116838488,45.0,True
SPINK1,Endometrial_GCST006464,Wald ratio,1,0.0311,0.0374,0.406,1.0316,0.9587,1.11,0.8528941979522184,47.9,True
KLK15,Endometrial_GCST006464,MR Egger,4,-0.0374,0.0361,0.409,0.9633,0.8975,1.0339,,130.4,False
CDNF,Endometrial_GCST006464,Wald ratio,1,-0.046,0.0569,0.419,0.955,0.8542,1.0677,0.8612211221122111,48.2,True
AAMDC,Endometrial_GCST006464,Wald ratio,1,0.0202,0.0257,0.431,1.0204,0.9704,1.073,0.8648169934640524,297.3,True
SERPINA9,Endometrial_GCST006464,Inverse variance weighted,3,-0.027,0.0335,0.42,0.9733,0.9114,1.0395,0.8612211221122111,42.3,True
PPCDC,Endometrial_GCST006464,Inverse variance weighted,3,0.0274,0.034,0.42,1.0278,0.9616,1.0986,0.8612211221122111,94.4,True
LRRC37A2,Endometrial_GCST006464,MR Egger,3,0.0415,0.0334,0.431,1.0424,0.9764,1.1128,,212.1,False
CD101,Endometrial_GCST006464,MR Egger,3,-0.142,0.1096,0.419,0.8676,0.6999,1.0756,,98.8,False
MYOC,Endometrial_GCST006464,Wald ratio,1,-0.0368,0.0455,0.419,0.9639,0.8817,1.0538,0.8612211221122111,35.0,True
PLA2G2A,Endometrial_GCST006464,Wald ratio,1,0.0173,0.0217,0.425,1.0175,0.9751,1.0617,0.8612211221122111,290.7,True
PM20D1,Endometrial_GCST006464,Weighted median,3,-0.0136,0.0171,0.428,0.9865,0.9539,1.0202,,136.8,False
ITPA,Endometrial_GCST006464,Inverse variance weighted,2,0.0182,0.0226,0.42,1.0184,0.9743,1.0645,0.8612211221122111,48.5,True
AHCY,Endometrial_GCST006464,Wald ratio,1,0.0308,0.0385,0.424,1.0313,0.9563,1.1121,0.8612211221122111,47.3,True
VSNL1,Endometrial_GCST006464,Wald ratio,1,-0.034,0.0422,0.42,0.9666,0.8899,1.0499,0.8612211221122111,48.3,True
SUSD5,Endometrial_GCST006464,Inverse variance weighted,3,-0.0195,0.0246,0.427,0.9807,0.9346,1.029,0.8624276315789473,56.8,True
DCBLD2,Endometrial_GCST006464,Wald ratio,1,-0.0379,0.048,0.43,0.9628,0.8763,1.0579,0.8648169934640524,44.2,True
GRIK2,Endometrial_GCST006464,Wald ratio,1,0.036,0.045,0.423,1.0367,0.9492,1.1322,0.8612211221122111,66.4,True
ASAH1,Endometrial_GCST006464,Inverse variance weighted,2,-0.0185,0.0231,0.422,0.9817,0.9382,1.0271,0.8612211221122111,84.9,True
KLK15,Endometrial_GCST006464,Weighted median,4,-0.0125,0.016,0.436,0.9876,0.957,1.0191,,130.4,False
DKK3,Endometrial_GCST006464,Wald ratio,1,-0.0346,0.0448,0.44,0.966,0.8847,1.0547,0.8800000000000001,45.2,True
CTSF,Endometrial_GCST006464,Wald ratio,1,-0.066,0.088,0.453,0.9361,0.7879,1.1123,0.8851671924290221,37.8,True
SERPINA11,Endometrial_GCST006464,Inverse variance weighted,2,0.0179,0.0236,0.448,1.0181,0.9721,1.0662,0.8851671924290221,79.6,True
